country_code,country,period,foreign_arrivals,status,year,month,value_available,is_estimated,is_low_reliability,is_confidential,date,months_available,complete_12_month_year
SI,Slovenia,2025-03,195256.0,,2025,3,True,,,False,2025-03-01,12,True
SI,Slovenia,2025-04,378711.0,,2025,4,True,,,False,2025-04-01,12,True
SI,Slovenia,2025-05,486664.0,,2025,5,True,,,False,2025-05-01,12,True
SI,Slovenia,2025-06,637504.0,,2025,6,True,,,False,2025-06-01,12,True
SI,Slovenia,2025-07,913249.0,,2025,7,True,,,False,2025-07-01,12,True
SI,Slovenia,2025-08,1035136.0,,2025,8,True,,,False,2025-08-01,12,True
SI,Slovenia,2025-09,604121.0,,2025,9,True,,,False,2025-09-01,12,True
SI,Slovenia,2025-10,374156.0,,2025,10,True,,,False,2025-10-01,12,True
SI,Slovenia,2025-11,196022.0,,2025,11,True,,,False,2025-11-01,12,True
SI,Slovenia,2025-12,264820.0,,2025,12,True,,,False,2025-12-01,12,True
SI,Slovenia,2026-01,218073.0,,2026,1,True,,,False,2026-01-01,7,False
SI,Slovenia,2026-02,184892.0,,2026,2,True,,,False,2026-02-01,7,False
SI,Slovenia,2026-03,221465.0,,2026,3,True,,,False,2026-03-01,7,False
SI,Slovenia,2026-04,370630.0,,2026,4,True,,,False,2026-04-01,7,False
SI,Slovenia,2026-05,550589.0,,2026,5,True,,,False,2026-05-01,7,False
SI,Slovenia,2026-06,651485.0,,2026,6,True,,,False,2026-06-01,7,False
SI,Slovenia,2026-07,1012932.0,,2026,7,True,,,False,2026-07-01,7,False
ES,Spain,2021-01,288388.0,,2021,1,True,,,False,2021-01-01,12,True
ES,Spain,2021-02,239758.0,,2021,2,True,,,False,2021-02-01,12,True
ES,Spain,2021-03,370760.0,,2021,3,True,,,False,2021-03-01,12,True
ES,Spain,2021-04,482052.0,,2021,4,True,,,False,2021-04-01,12,True
ES,Spain,2021-05,1004906.0,,2021,5,True,,,False,2021-05-01,12,True
ES,Spain,2021-06,1828688.0,,2021,6,True,,,False,2021-06-01,12,True
ES,Spain,2021-07,3604850.0,,2021,7,True,,,False,2021-07-01,12,True
ES,Spain,2021-08,4497640.0,,2021,8,True,,,False,2021-08-01,12,True
ES,Spain,2021-09,4161677.0,,2021,9,True,,,False,2021-09-01,12,True
ES,Spain,2021-10,4367909.0,,2021,10,True,,,False,2021-10-01,12,True
ES,Spain,2021-11,2673718.0,,2021,11,True,,,False,2021-11-01,12,True
ES,Spain,2021-12,2150232.0,,2021,12,True,,,False,2021-12-01,12,True
ES,Spain,2022-01,1835468.0,,2022,1,True,,,False,2022-01-01,12,True
ES,Spain,2022-02,2484205.0,,2022,2,True,,,False,2022-02-01,12,True
ES,Spain,2022-03,3251622.0,,2022,3,True,,,False,2022-03-01,12,True
ES,Spain,2022-04,4938666.0,,2022,4,True,,,False,2022-04-01,12,True
ES,Spain,2022-05,6548356.0,,2022,5,True,,,False,2022-05-01,12,True
ES,Spain,2022-06,6970624.0,,2022,6,True,,,False,2022-06-01,12,True
ES,Spain,2022-07,8131303.0,,2022,7,True,,,False,2022-07-01,12,True
ES,Spain,2022-08,8257380.0,,2022,8,True,,,False,2022-08-01,12,True
ES,Spain,2022-09,7361628.0,,2022,9,True,,,False,2022-09-01,12,True
ES,Spain,2022-10,6237811.0,,2022,10,True,,,False,2022-10-01,12,True
ES,Spain,2022-11,3384516.0,,2022,11,True,,,False,2022-11-01,12,True
ES,Spain,2022-12,3068847.0,,2022,12,True,,,False,2022-12-01,12,True
ES,Spain,2023-01,3003778.0,,2023,1,True,,,False,2023-01-01,12,True
ES,Spain,2023-02,3262461.0,,2023,2,True,,,False,2023-02-01,12,True
ES,Spain,2023-03,4175611.0,,2023,3,True,,,False,2023-03-01,12,True
ES,Spain,2023-04,6098431.0,,2023,4,True,,,False,2023-04-01,12,True
ES,Spain,2023-05,7576564.0,,2023,5,True,,,False,2023-05-01,12,True
ES,Spain,2023-06,7572865.0,,2023,6,True,,,False,2023-06-01,12,True
ES,Spain,2023-07,8659747.0,,2023,7,True,,,False,2023-07-01,12,True
ES,Spain,2023-08,8976492.0,,2023,8,True,,,False,2023-08-01,12,True
ES,Spain,2023-09,8205646.0,,2023,9,True,,,False,2023-09-01,12,True
ES,Spain,2023-10,7126207.0,,2023,10,True,,,False,2023-10-01,12,True
ES,Spain,2023-11,3952252.0,,2023,11,True,,,False,2023-11-01,12,True
ES,Spain,2023-12,3530388.0,,2023,12,True,,,False,2023-12-01,12,True
ES,Spain,2024-01,3401377.0,,2024,1,True,,,False,2024-01-01,12,True
ES,Spain,2024-02,3801075.0,,2024,2,True,,,False,2024-02-01,12,True
ES,Spain,2024-03,4967096.0,,2024,3,True,,,False,2024-03-01,12,True
ES,Spain,2024-04,6484839.0,,2024,4,True,,,False,2024-04-01,12,True
ES,Spain,2024-05,8612946.0,,2024,5,True,,,False,2024-05-01,12,True
ES,Spain,2024-06,8080021.0,,2024,6,True,,,False,2024-06-01,12,True
ES,Spain,2024-07,8977621.0,,2024,7,True,,,False,2024-07-01,12,True
ES,Spain,2024-08,9405910.0,,2024,8,True,,,False,2024-08-01,12,True
ES,Spain,2024-09,8517240.0,,2024,9,True,,,False,2024-09-01,12,True
ES,Spain,2024-10,7647283.0,,2024,10,True,,,False,2024-10-01,12,True
ES,Spain,2024-11,4162787.0,,2024,11,True,,,False,2024-11-01,12,True
ES,Spain,2024-12,3596086.0,,2024,12,True,,,False,2024-12-01,12,True
ES,Spain,2025-01,3518108.0,,2025,1,True,,,False,2025-01-01,12,True
ES,Spain,2025-02,3858204.0,,2025,2,True,,,False,2025-02-01,12,True
ES,Spain,2025-03,4813945.0,,2025,3,True,,,False,2025-03-01,12,True
ES,Spain,2025-04,6785596.0,,2025,4,True,,,False,2025-04-01,12,True
ES,Spain,2025-05,8597723.0,,2025,5,True,,,False,2025-05-01,12,True
ES,Spain,2025-06,8552215.0,,2025,6,True,,,False,2025-06-01,12,True
ES,Spain,2025-07,9342415.0,,2025,7,True,,,False,2025-07-01,12,True
ES,Spain,2025-08,9619939.0,,2025,8,True,,,False,2025-08-01,12,True
ES,Spain,2025-09,8719074.0,,2025,9,True,,,False,2025-09-01,12,True
ES,Spain,2025-10,7828340.0,,2025,10,True,,,False,2025-10-01,12,True
ES,Spain,2025-11,4440148.0,,2025,11,True,,,False,2025-11-01,12,True
ES,Spain,2025-12,3919652.0,,2025,12,True,,,False,2025-12-01,12,True
ES,Spain,2026-01,3723518.0,,2026,1,True,,,False,2026-01-01,6,False
ES,Spain,2026-02,4077317.0,,2026,2,True,,,False,2026-02-01,6,False
ES,Spain,2026-03,5165594.0,,2026,3,True,,,False,2026-03-01,6,False
ES,Spain,2026-04,6864786.0,,2026,4,True,,,False,2026-04-01,6,False
ES,Spain,2026-05,8980179.0,,2026,5,True,,,False,2026-05-01,6,False
ES,Spain,2026-06,8390370.0,,2026,6,True,,,False,2026-06-01,6,False
ES,Spain,2026-07,,,2026,7,False,,,False,2026-07-01,6,False
SE,Sweden,2021-01,58206.0,,2021,1,True,,,False,2021-01-01,12,True
SE,Sweden,2021-02,63721.0,,2021,2,True,,,False,2021-02-01,12,True
SE,Sweden,2021-03,68991.0,,2021,3,True,,,False,2021-03-01,12,True
SE,Sweden,2021-04,72536.0,,2021,4,True,,,False,2021-04-01,12,True
SE,Sweden,2021-05,94703.0,,2021,5,True,,,False,2021-05-01,12,True
SE,Sweden,2021-06,186001.0,,2021,6,True,,,False,2021-06-01,12,True
SE,Sweden,2021-07,618838.0,,2021,7,True,,,False,2021-07-01,12,True
SE,Sweden,2021-08,660695.0,,2021,8,True,,,False,2021-08-01,12,True
SE,Sweden,2021-09,297368.0,,2021,9,True,,,False,2021-09-01,12,True
SE,Sweden,2021-10,293267.0,,2021,10,True,,,False,2021-10-01,12,True
SE,Sweden,2021-11,253629.0,,2021,11,True,,,False,2021-11-01,12,True
SE,Sweden,2021-12,225750.0,,2021,12,True,,,False,2021-12-01,12,True
SE,Sweden,2022-01,159939.0,,2022,1,True,,,False,2022-01-01,12,True
SE,Sweden,2022-02,242433.0,,2022,2,True,,,False,2022-02-01,12,True
SE,Sweden,2022-03,286954.0,,2022,3,True,,,False,2022-03-01,12,True
SE,Sweden,2022-04,368081.0,,2022,4,True,,,False,2022-04-01,12,True
SE,Sweden,2022-05,484284.0,,2022,5,True,,,False,2022-05-01,12,True
SE,Sweden,2022-06,828937.0,,2022,6,True,,,False,2022-06-01,12,True
SE,Sweden,2022-07,1538943.0,,2022,7,True,,,False,2022-07-01,12,True
SE,Sweden,2022-08,1060820.0,,2022,8,True,,,False,2022-08-01,12,True
SE,Sweden,2022-09,476332.0,,2022,9,True,,,False,2022-09-01,12,True
SE,Sweden,2022-10,381541.0,,2022,10,True,,,False,2022-10-01,12,True
SE,Sweden,2022-11,299088.0,,2022,11,True,,,False,2022-11-01,12,True
SE,Sweden,2022-12,314832.0,,2022,12,True,,,False,2022-12-01,12,True
SE,Sweden,2023-01,282906.0,,2023,1,True,,,False,2023-01-01,12,True
SE,Sweden,2023-02,338046.0,,2023,2,True,,,False,2023-02-01,12,True
SE,Sweden,2023-03,361917.0,,2023,3,True,,,False,2023-03-01,12,True
SE,Sweden,2023-04,396704.0,,2023,4,True,,,False,2023-04-01,12,True
SE,Sweden,2023-05,567669.0,,2023,5,True,,,False,2023-05-01,12,True
SE,Sweden,2023-06,888529.0,,2023,6,True,,,False,2023-06-01,12,True
SE,Sweden,2023-07,1670453.0,,2023,7,True,,,False,2023-07-01,12,True
SE,Sweden,2023-08,1139104.0,,2023,8,True,,,False,2023-08-01,12,True
SE,Sweden,2023-09,539715.0,,2023,9,True,,,False,2023-09-01,12,True
SE,Sweden,2023-10,424753.0,,2023,10,True,,,False,2023-10-01,12,True
SE,Sweden,2023-11,336666.0,,2023,11,True,,,False,2023-11-01,12,True
SE,Sweden,2023-12,376233.0,,2023,12,True,,,False,2023-12-01,12,True
SE,Sweden,2024-01,329364.0,,2024,1,True,,,False,2024-01-01,12,True
SE,Sweden,2024-02,413610.0,,2024,2,True,,,False,2024-02-01,12,True
SE,Sweden,2024-03,459537.0,,2024,3,True,,,False,2024-03-01,12,True
SE,Sweden,2024-04,426833.0,,2024,4,True,,,False,2024-04-01,12,True
SE,Sweden,2024-05,698856.0,,2024,5,True,,,False,2024-05-01,12,True
SE,Sweden,2024-06,1010711.0,,2024,6,True,,,False,2024-06-01,12,True
SE,Sweden,2024-07,1712438.0,,2024,7,True,,,False,2024-07-01,12,True
SE,Sweden,2024-08,1273275.0,,2024,8,True,,,False,2024-08-01,12,True
SE,Sweden,2024-09,629710.0,,2024,9,True,,,False,2024-09-01,12,True
SE,Sweden,2024-10,518067.0,,2024,10,True,,,False,2024-10-01,12,True
SE,Sweden,2024-11,415136.0,,2024,11,True,,,False,2024-11-01,12,True
SE,Sweden,2024-12,454494.0,,2024,12,True,,,False,2024-12-01,12,True
SE,Sweden,2025-01,328893.0,,2025,1,True,,,False,2025-01-01,12,True
SE,Sweden,2025-02,394225.0,,2025,2,True,,,False,2025-02-01,12,True
SE,Sweden,2025-03,396653.0,,2025,3,True,,,False,2025-03-01,12,True
SE,Sweden,2025-04,466488.0,,2025,4,True,,,False,2025-04-01,12,True
SE,Sweden,2025-05,620898.0,,2025,5,True,,,False,2025-05-01,12,True
SE,Sweden,2025-06,1016165.0,,2025,6,True,,,False,2025-06-01,12,True
SE,Sweden,2025-07,1725525.0,,2025,7,True,,,False,2025-07-01,12,True
SE,Sweden,2025-08,1330478.0,,2025,8,True,,,False,2025-08-01,12,True
SE,Sweden,2025-09,605951.0,,2025,9,True,,,False,2025-09-01,12,True
SE,Sweden,2025-10,487720.0,,2025,10,True,,,False,2025-10-01,12,True
SE,Sweden,2025-11,370637.0,,2025,11,True,,,False,2025-11-01,12,True
SE,Sweden,2025-12,436414.0,,2025,12,True,,,False,2025-12-01,12,True
SE,Sweden,2026-01,338607.0,,2026,1,True,,,False,2026-01-01,6,False
SE,Sweden,2026-02,418404.0,,2026,2,True,,,False,2026-02-01,6,False
SE,Sweden,2026-03,434116.0,,2026,3,True,,,False,2026-03-01,6,False
SE,Sweden,2026-04,483121.0,,2026,4,True,,,False,2026-04-01,6,False
SE,Sweden,2026-05,669969.0,,2026,5,True,,,False,2026-05-01,6,False
SE,Sweden,2026-06,1062111.0,,2026,6,True,,,False,2026-06-01,6,False
SE,Sweden,2026-07,,,2026,7,False,,,False,2026-07-01,6,False
